source,year,abstract,label
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2014,"SIS adalah perangkat lunak yang digunakan untuk membangun sistem informasi geografis, ArcView dapat menampilkan elemen rupa bumi (jalan, sungai, perbatasan dan sebagainya), yang ditampilkan dalam berbagai format. Penelitian yang telah dilakukan menghasilkan rancangan basis data yang terdiri dari 9 tabel dan antarmuka visualisasi industri di Kabupaten Kudus. Rancangan yang telah dibuat dapat menampilkan lokasi industri konveksi yang tersebar di kabupaten kudus. , yang dapat memberikan informasi tentang penyerapan investor untuk penanaman modal. (Teks dengan relevansi EEA) yang sesuai dengan spesifikasi yang ditetapkan oleh pengguna. ) yang dapat menyediakan informasi yang dapat menyajikan informasi geografis.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"GIG-KNN merupakan gabungan dari algoritma pemilihan fitur information gain dengan algoritma klasifikasi KNN, kedua algoritma ini diharapkan dapat meningkatkan akurasi dalam memprediksi customer churn telekomunikasi, meskipun dengan nilai k yang berbeda-beda dibandingkan dengan knn tanpa fitur seleksi informasi gain, adapun peningkatan akurasi dari k1 sampai dengan k11 sebesar 1,7%. 000, sedangkan untuk k1 hingga k11 lebih murah 10 kali lipat dibandingkan dengan mencari pelanggan baru.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Untuk mengembangkan sistem operasi berbasis GNU/Linux dengan fitur edukatif dan memiliki layanan pengenalan budaya dan bahasa, peneliti telah melakukan tiga kali pengembangan dan perbaikan sistem operasi yang dikembangkan berdasarkan revisi yang diberikan oleh responden yang berlatar belakang sebagai pelajar dan mahasiswa, penelitian ini telah menghasilkan sebuah produk Sistem Operasi berbasis GNU / Linux yang memiliki fitur e-edukasi dan layanan pengenalan Budaya dan Bahasa di Provinsi Gorontalo, Open Source, Saronde OS. (Open Sources), yang mencakup pengembangan fitur educatif dan layanan budaya dan linguistik (A), dan penyebaran, yang sesuai kebutuhan pengguna, dan perbaikan yang relevansi ( OCT) yang ramah lingkungan, dan Layanan pengenalan budaya, dan layanan pembelajaran, dan peningkatan, dll.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Untuk setiap perbaikan kendaraan, bengkel KFMP adalah usaha milik perorangan yang bergerak di bidang jasa yaitu perbaikan mobil, khususnya spesialis untuk mobil produksi Honda atau mobil buatan Jepang seperti CRV, proses penyelesaian transaksi tersebut masih menggunakan sistem manual, mulai dari pendaftaran pelanggan, pendataan tanda pembayaran, dan penyampaian informasi yang akurat, relevan, dan tepat waktu. membuat pihak manajemen mengambil keputusan tentang bagaimana mereka dapat mencapai tujuan mereka. dan bagaimana mereka akan melayani. dan bagaimana mereka harus melakukannya. ( 1 ) , dan apa yang harus dilakukan. Keputusan ( 2 ) - ( 3) (3). , (2 ), dengan cara kerja , layanan ( ) yang sesuai dengan CRV ( 4 ). , dll , masing- , dalam hal-.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(R and D) Penelitian berbentuk studi kasus dengan metode penelitian dan pengembangan RAD untuk menciptakan sistem penjualan sepeda online melalui integrasi basis data dan membangun hubungan dengan pelanggan secara lebih pribadi, tujuan dari penelitian ini adalah untuk memperluas jangkauan pemasaran dan meningkatkan penjualan melalui media yang lebih fleksibel dan lebih ekonomis. Hasil pengujian menunjukkan bahwa proses digitisasi penjualan memiliki verifikasi yang tepat mengenai sistem navigasi, pendataan isi keranjang belanja, mudah menelusuri pemrosesan data pemesanan dan konfirmasi penerimaan pembayaran secara online. , dan memastikan bahwa pembayaran telah diterima.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(2) Berdasarkan hal tersebut, penulis melakukan analisa dan desain untuk menghasilkan model keputusan bakat dan minat pada anak SD Kelas 3, 4 dan 5. Model Bayesian digunakan sebagai analisa model keputusan, sementara diagram UML digunakan dalam perancangan sistem. Diagram yang digunakan meliputi usecase diagram, activity diagram, sequance diagram dan class diagram. Dengan adanya analisis dan desain ini, dapat digunakan sebagai dasar untuk implementasi sistem ke depan, dengan lima alternatif kemampuan anak-anak. , dan pilihan bakat, dll.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(CD) pada Rental Kaset Akin Tanjung Pendam Kabupaten Beltim ini merupakan sistem informasi penyewaan kaset yang dirancang dengan menggunakan metodologi berorientasi objek dengan alat bantu UML (Unified Modelling Literacy), pengamatan langsung dan wawancara dengan pihak terkait, memberikan peningkatan kinerja kerja, peningkatan kinerja dan pengolahan data yang lebih baik, tepat, cepat dan tepat. , yang akan menghasilkan sesuatu yang berbeda atau lebih baik. daya saing sebagai dasar keunggulan ditentukan oleh kemampuan untuk berkembang dan memahami perubahan perilaku atau organisasi (sistem). - tujuan untuk mendukung keputusan yang relevansi yang sesuai dengan cara yang sesuai. di bidang yang relevan yang akan membuat keputusan yang lebih efisien dan sistem informasi yang sesuai kebutuhan yang relevan. pendekatan yang sesuai aplikasi berbasis komputerisasi berorientasi objek yang dapat dikembangkan dan pemrosesan yang relevan () yang relevant yang sesuai, yang sesuai konteks yang lebih efektif, yang lebih akurat, dan , dan yang lebih lanjut.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"mengidentifikasi daerah banjir dapat dilakukan dengan memanfaatkan perkembangan teknologi Sistem Pakar, dengan menggunakan sistem cerdas untuk mengembangkan model untuk mengidentifikasi wilayah potensial banjir, dengan enam parameter utama yang harus dipertimbangkan: luas genangan (km2, hektar), kedalaman atau ketinggian air banjir (meter), kecepatan aliran (m/detik, km/jam), material yang dihanyutkan aliran banjir, tingkat kepekatan air atau tebal endapan lumpur (mm), dan lamanya waktu genangan. - daerah potensial - daerah yang potensial - pendekatan, dan metode yang relevansi, dll - metode produksi, dll.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"( 1 ) E-book, Web Responsif, Digital Library adalah cara praktis untuk membaca buku, yang dapat diakses melalui laptop, komputer, dan smartphone, dengan konsep web responsif ini, tampilan dari Digital Library dapat disesuaikan dengan gadget yang digunakan dan mudah diakses oleh semua kalangan, khususnya di Fakultas Teknik Universitas Negeri Kudus. , dengan tujuan untuk menjembatani dosen dan mahasiswa agar tidak bingung dalam mencari referensi buku yang dicari. Oleh karena itu, digital library sangat diperlukan dalam penelitian ini. 2 ) , dan sebagai berikut : -.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di antara sifat material yang diinginkan adalah tangguh dan ringan, produksi AMC yang diperkuat SiC bertujuan untuk menggabungkan sifat mekanik aluminium yang ulet dan ringan dengan sifat SiC yang keras, pada penambahan SiC lebih dari 5% ketangguhan mengalami penurunan. Kata kunci: AMC, SiC, ketelitian. (Teks dengan relevansi EEA), siC, ketahanan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Diperlukan sebuah aplikasi sistem informasi untuk menentukan biaya iklan radio sebagai alternatif solusi yang dapat digunakan untuk memastikan bahwa pemasang iklan dapat memperoleh layanan yang cepat dan tepat, selain itu aplikasi ini dapat membantu memudahkan pemasaran dalam mengelola iklan radio. Kata kunci: sistem informasi, diagram Konteks, DFD Level 0, FD Level 1 dan basis data yang ditunjukkan dalam relasi antartabel. kata kunci: Sistem Informasi, Biaya Iklan Radio.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(S-Commerce) telah berevolusi dengan mengadopsi Web 2. 0 yang memiliki kemampuan untuk meningkatkan partisipasi pelanggan dan meningkatkan nilai ekonomi, model yang digunakan adalah analisa sistemmatis, perbandingan dan observasi, yang menghasilkan hasil bahwa tokopedia memiliki lebih banyak atribut kualitas web (Sistem Quality). Kualitas informasi menunjukkan sejauh mana isi dari situs web tersebut tepat waktu (up-to-date), akurat dan lengkap. , dan kualitas informasi (Informationquality) yang lebih baik.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di bawah hasil evaluasi, desain antarmuka dan kemudahan pengguna (usability) dari aplikasi SOPPPOS secara umum cukup baik, dengan menggunakan evaluasi interaksi manusia komputer yang disebut evaluasi heuristik yang diperkenalkan oleh Molich dan Nielsen, meskipun ada beberapa hal yang perlu diperbaiki, terutama dalam karakteristik penggunaan yang lebih mudah. kata kunci: review, antarmuka, aplikasi SopppOS, evaluasi, heurisme.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"PO2 (Define the Information Architecture), DS1 (Ensure Continuous Service), S4 ( Ensure Systems Security) dan DS13 (Manage Operations) adalah kerangka kerja yang digunakan dalam penelitian ini untuk mengetahui sejauh mana pengelolaan data untuk layanan publik yang telah diterapkan pada Dinas Kesehatan Kabupaten jepara, dan memberikan rekomendasi tata kelola yang diharapkan di masa mendatang, sesuai dengan framework yang digunakan, untuk membangun dan mengembangkan sistem informasi dan dokumentasi ini diperlukan. , dan , untuk tujuan dari , yang relevansi , dalam hal ini. - , tentang , , pada , dimana , bahwa , di manage , Manajemen Data Management (D) (M) , manajemen data , ME).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Untuk dua kasus yang berbeda, model proses bisnis harus diukur dengan similaritas struktural untuk mendukung Enterprice Resource Planning (ERP), model Proses Bisnis yang beragam tidak hanya ratusan, tetapi ribuan proses bisnis akan menghasilkan nilai Similarity yang mendekati satu, sedangkan jika proses bisnis yang diukur berbeda akan mengarah pada nilai Sintaktis yang rendah, yaitu mendekati nol. , sehingga dapat disimpulkan bahwa dengan melakukan pengukuran model Proses bisnis tersebut dapat meminimalisir duplikasi proses bisnis tersebut. ( 1 ) , dan karenanya dapat disimpulkan: - ( ), dan seterusnya, yang berbeda ( 2) ( 3), masing- duplikasinya, dan ( ERP), dll.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(MANET) sebagai wireless local area network yang dinamis dalam hal pergerakan node berperan untuk mengkondisikan setiap terminal client sebagai backwarding/fowarding-devices, model, topologi dinamis, random, algoritma SNetS yang digunakan telah dapat mengakomodir jumlah N-node, sehingga kondisi node-terminal, bagaimana status node, dan QoS yang diperoleh mendekati kondisi nyata, metode pengujian menggunakan teknik kuantitatif serta kondisi acak yang direpresentasikan dengan pembangkitan bilangan acak, yang bekerja berdasarkan data yang sesuai dengan karakteristik yang dihasilkan dari aplikasi yang diinginkan. s net , dan karakteristik yang diinginkan, dan sifat yang diinginkan , pada setiap terminal, dan topologi jaringan yang saling bertetangga, dan , dimana , topologi, dan konfigurasi, dll.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(KKN) adalah salah satu kegiatan yang harus dilakukan oleh semua mahasiswa Universitas Negeri Kudus untuk menerapkan pengetahuan yang diperoleh selama duduk di bangku perkuliahan, pembagian kelompok KKN, mengetahui waktu dan tempat pelaksanaan KKP, mengetahui dosen pembimbing lapangan dan melihat penilaian hasil KKP dan sebagai sarana untuk mempublikasikan informasi yang berkaitan dengan kegiatan KKN melalui sebuah sistem informasi. Kata kunci: Sistem Informasi, Kuliah Kerja Nyata, Pelayanan. (Teks dengan relevansi EEA), Sistem ini dirancang menggunakan pemodelan UML (Unified Modeling ), dan database Mys (MS) ) (M) , untuk membantu kelancaran Kegiatan KKN (H ) dalam proses KKN), untuk tujuan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"SaaS menawarkan kemudahan, kecepatan dan efisiensi biaya dalam mengembangkan dan menggunakan perangkat lunak untuk kebutuhan bisnis, konsep SAaS ini akan diterapkan pada aplikasi penggajian berbasis desktop dengan menggunakan tool VFP2IIS. Prototipe aplikasi yang dihasilkan dikembangkan dengan menggunakan Metode Perancangan OOD (Object Oriented Development) dengan UML (Unified Modelling ).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(SPKK) akan meningkatkan simptom klinis secara lebih cepat, efektif dibandingkan dengan terapi yang tidak tepat atau tidak sesuai. Penelitian ini mengembangkan prototipe SPKK untuk mendukung pengambilan keputusan tentang penggunaan antibiotik yang rasional pada penyakit infeksi yang ringan atau berat dan pada penyakit yang disebabkan oleh virus. Sistem pendukung pengambilan keputusan klinis dikembangkan dengan membandingkan output dari Klinis 35 (70%) dan output sistem 49 (98%), X2=0,087, p=0,768. Pada hasil di atas menunjukkan bahwa sistem memiliki kinerja yang baik. (a) - (A) (O) (b) ) `` `.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Ini juga memerlukan usaha nyata yang bersinambung dan mengarah pada peningkatan kesadaran untuk menjadikan elektronika sebagai perkembangan teknologi, dengan adanya metode game, merupakan salah satu metode belajar merancang amplifier yang praktis dan menarik di ponsel berbasis android, karena mudah dipahami dan memudahkan para calon teknisi elektro dalam belajar merancang. , aplikasi ini diharapkan dapat membantu pengguna yang ingin belajar merakit amplifier di android. Aplikasi ini dimaksudkan untuk membantu pengguna dalam belajar membuat amplifilier berbasis androit. aplikasi yang dirancang untuk tujuan untuk mengembangkan aplikasi ini untuk membantu mereka yang efektifitas produk tersebut.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(1) casing juga berfungsi sebagai charger untuk ponsel; 2) jumlah pompaan 25 kali akan menghasilkan arus 800mAh; 3) tegangan total 4 Volt masuk ke baterai penyimpanan; dan 4) baterai penyimpanan ke ponsel dapat dihitung dari daya maksimal penyimpanan/kebutuhan arus dari baterai. Kapasitas baterai penyimpanan yang lebih besar dari 5000 mAh diperlukan untuk menghasilkan arus yang dapat disimpan di baterai penyimpanan. kapasitas arus lebih tinggi dari 1500 mAh. , dan untuk menghentikan pengisian baterai dilengkapi dengan saklar on/off untuk memutus arus listrik. (2) (3) (5 M) ).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(Plasmodium falciparum, active contour, selective binary and gaussian Filtering Regularized Level Set (SBGFRLS), filter gaussia digunakan untuk meregularisasi obyek sel darah yang memiliki intensitas interior tidak homogen, dan edema paru, tertarik untuk melakukan penelitian segmentasi pada citra parasit malaria plasmodium gravidarum dengan metode Active Contour yang mengimplementasikan sebuah proses khusus, yaitu Selective Binary and Gaussian Filters Regularization Level Set) (SREL) Pada , s - pada citra, pada gambar, pada citra , pada membrane, pada foto.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"paperless adalah salah satu upaya untuk mengurangi dampak negatif dari kerusakan lingkungan, yang berdampak pada kelestarian hutan, teknologi SMS Gateway memungkinkan staf RT mengirimkan pesan singkat ke server RT yang akan diterima sebagai data pemicu pembuatan surat kependudukan, sedangkan dalam tingkat desain, data yang ada dapat di integrasikan dengan data pemohon, sehingga format SMS tidak terlalu panjang. , dan bahwa data tersebut dapat diproses pada saat itu juga. (Teks dengan relevansi EEA), yang telah banyak membantu dalam mengembangkan sistem ini. - Sistem tersebut harus dibuat oleh RT. aplikasi ini, dan diagram yang telah membantu dalam merancang sistem tersebut. ` , dan birokrasi dari yang diperlukan dalam. : - sistem - , dll. akan , yang diperlukan oleh masyarakat.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Ini akan menggunakan algoritma K-Medoids untuk pengelompokan data penjualan, sehingga akan ditemukan informasi yang dapat digunakan untuk menentukan strategi pemasaran produk yang tepat. Hasil dari penelitian ini menghasilkan 5 cluster dengan cluster pertama terdiri dari 909 transaksi, cluster kedua terdiri dari 166 transaksi, Cluster ketiga terdiri dari 66 transaksi, Bauran Pemasaran, dan Tingkat Biaya Pemasaran yang diperlukan. - Strategi pemasaran produk dapat dilakukan dengan melakukan promosi pada cluster kelima yang memiliki kombinasi jumlah barang yang dibeli paling tinggi. Jumlah barang yang harus dibeli adalah yang tertinggi. tingkat biaya pemasaran produk, dan tingkat harga pemasaran yang relevansi cluster, dan jumlah barang-medoids yang paling banyak barang yang paling tinggi jumlah barang pembelian yang sesuai.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"( 1 ) Asap cair, tar, arang, diproduksi dengan menggunakan metode pirolisis, yaitu peruraian dengan bantuan panas tanpa oksigen atau dengan jumlah oksigen yang terbatas, menghasilkan asap cair dari bahan biomassa yang dipilih, tempurung kelapa sawit, ampas hasil penggergajian kayu, dan lain-lain. Bahan baku yang banyak digunakan untuk pembuatan asap cair adalah kayu, bongkol kelapa sawit dan sampah organik, dan sebagainya, yang mana proporsinya tergantung pada metode pirolitik, karakteristik biomassa dan parameter reaksi. - Metode yang dilakukan dimulai dengan merancang unit, yang menghasilkan produk, yang dihasilkan dari pembakaran, dan arang, yang akan menghasilkan senyawa asam, dan karbon - Produk yang dihasilkan dalam proses pembakaran, produk yang dihidrogen yang lebih efektif dalam jumlah yang lebih besar, yang lebih tinggi, dan produk yang lebih dari pembakaran yang lebih banyak, arang yang lebih lanjut - produk yang dihasilkan oleh pembakaran, , dan , yang meningkat suhu yang lebih baik, dan udara, dan limbah.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"cloud computing, perceived usefulness, needs, cost efficientness, top manajemen dukungan, kompleksitas, behavioral intention to use dan actual usage, Evaluasi Goodness of Use (TAM) digunakan untuk menganalisis kelayakan model, dengan menggunakan Partial Least Square (PLS) pada program SmartPLS versi 2. 0, dan 3 (tiga) hipotesis ditolak, yaitu: security, reliabilty dan biaya yang telah diterima, dan validitas yang telah disetujui, dan (P), yang telah diadopsi , dan kelayakan model , yang akan diterima, (T) dan , , dll , masing- ( ), dan penggunaan, dll.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Ini adalah salah satu teknik yang paling penting dalam menjalankan bisnis forex, karena dengan memprediksi bisnis fores menggunakan model neural network dengan data time series per 1 menit untuk mengetahui nilai akurasi prediksi, sehingga dapat membantu mengurangi resiko kerugian. Metode penelitian pada penelitian ini meliputi metode pengumpulan data, kemudian dilanjutkan ke metode pelatihan, learning, testing menggunakan Neural Network, setelah dievaluasi hasil penelitian ini menunjukkan bahwa algoritma neural Network mampu untuk memprediksi forex dengan tingkat akurasi 0. 096, sehingga dengan prediksi ini dapat membantu meminimalkan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(1) Tahap perencanaan (desain) alat dehydrator bioethanol yang bekerja dengan metode absorbsi menggunakan metode pemisahan lanjut, yaitu dengan metode distilasi azeotrop, pervorasi membran, dan adsorpsi. Hasil penelitian menunjukkan bahwa mesin yang dikembangkan ini mampu menghasilkan bahan bakar bioetanol dengan konsentrasi lebih dari 99%, yang dikenal sebagai Fuel Grade Ethanol, dengan diameter lebih dari 2 mm. Kondensor memiliki diameter 100 mm dan tinggi 600 mm, dan kondensor dengan diameter 600 mm. (2 mm) ( 1 ) , dan (3) ) untuk (d) s , (D) : (A ) - (B) a ( ). ), dan pengujian (T) /.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Untuk menentukan kelayakan kenaikan jabatan karyawan, metode atau aturan C4. 5 (pohon keputusan) yang digunakan dalam menentukan atau membantu mengambil keputusan serta menentukan kenaikan gaji karyawan, data dianalisis menggunakan perangkat lunak Rapidminer, salah satu perangkat lunak berbasis Open Source, sehingga dapat diketahui tingkat presisi dan presisinya dengan baik dan tepat. Dengan demikian, hasil penelitian dapat memberikan kontribusi bagi Instansi terkait untuk dapat melakukan pemilihan mitra kerja yang tepat dan tepat sasaran, khususnya masalah pengalaman kerja, kualitas kerja, dan lain-lain, dan sebagainya.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(K-SVNN) digunakan dalam penelitian ini sebagai pemrosesan awal data masukan untuk mengurangi data latih yang dieksekusi di setiap iterasi, tetapi tetap mempertahankan kualitas hasil pelatihan, pengurangan jumlah data ajar yang dieksekusi diukur dengan waktu yang digunakan selama proses pelatihan, sedangkan perbedaan akurasi prediksi ada penurunan, penurunan 0% hingga 4. 76% pada masing-masing iterasi latihan. , dan waktu eksekusi pelatihan juga akan lebih lama dari yang diharapkan. 000, sementara itu akan diproses tepat satu kali. 2 ) , yang lain. latihan yang lain latih latih A N NN latihannya. akan latih - latih, dan latihnya latih. pemrograman awal latih pada setiap kali , dll. : ); , masing- , yaitu:.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Ini menggunakan motor bensin 4 langkah 1 silinder yang dilengkapi dengan konverter kits, variabel bebas dalam penelitian adalah variasi ignition timing berbahan bakar LPG dengan sudut pengapian, sedangkan variabel terikat adalah seberapa tinggi torsi dan daya motor bensin yang dihasilkan pada kecepatan 32°. Dari hasil pengujian, dapat disimpulkan bahwa motor bensin memiliki torsi dan tenaga tertinggi yang dihasilkan dari motor bensin. (Teks dengan relevansi EEA), yang merupakan variabel bebas.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Semakin meningkatnya dunia otomotif, banyak pemikiran untuk memodifikasi agar unjuk kerja motor lebih baik, salah satunya dengan pemanasan bahan bakar pada motor diesel, hal ini dilakukan untuk mengurangi viskositas bahan bakar, sehingga bahan bakar lebih mudah di injeksikan dan torsi meningkat sebesar 3,84% dari kondisi standart, dan konsumsi bahan bakar menurun sebesar 3,5% pada suhu 55°C dan pada suhu 65°, serta penurunan Konsumsi Bahan Bakar sebesar 29,4% pada Suhu 55° dan pada Suhu 65°. Daya yang dihasilkan lebih besar dan konsumsi Bahan Bakar lebih rendah, dan efisiensi bahan bakar berkurang. , dan penggunaan bahan bakar , konsumsi bahan pembakaran lebih mudah dicampur dengan udara lebih efisien.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(2) Penelitian ini menggunakan bahan baja AISI 1065 dan logam pengisi ER70S-6, dengan variasi arus listrik 80 A, 100 A dan 120 A, kecepatan lasan 5 mm/s, kecepatan logam pengisi 4mm/s dan tegangan DC 22 V, kekerasan dan struktur mikro sangat dipengaruhi oleh komposisi dan sifat logam induk maupun logam pengisi, proses pengelasan, pemanasan, dan adanya tegangan sisa, aplikasi sambungan las masih menjadi pilihan utama pada bidang konstruksi, karena konstruksi menjadi ringan, murah dan cepat dalam proses pengerjaannya. , yang lebih halus (C).",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"Di mana bencana yang dimaksud seperti kebakaran, bencana alam, perang, dll dapat menyebabkan kerusakan pada infrastruktur teknologi informasi dalam hal ini media penyimpanan data (data storage), maka perusahaan dapat melanjutkan pemrosesan data dengan menggunakan data yang disimpan dalam penyimpanan data yang berbasiskan cloud, adapun penyimpanan awan tetap menjamin keamanan dan kerahasiaan data perusahaan. kata kunci: mitigasi, Strategi, Pemulihan, Bencana, Penyimpanan Awan, Keamanan. Data Perusahaan harus memiliki strategi penyimpanan data perusahaan harus memiliki data perusahaan akan menjadi bagian dari pihak berwenang data perusahaan tersebut.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"linux, web server, LAMP, remastering, live usb, keluaran penelitian ini menjelaskan desain dan implementasi dari distribusi Linux Lubuntu yang berfokus pada desktop yang ringan dan ditujukan untuk lingkungan web server yang nyaman untuk digunakan dalam proses belajar mengajar pada matakuliah Sistem Operasi, Pemrograman Basis Web I, dan pemrograman Basis Web II di Fakultas Sains dan Teknologi Universitas Katolik Mui Charitas palembang, dengan modifikasi dari hasil penelitian ini. dan dapat digunakan oleh pihak lain, dan dapat dipelajari. - Penelitian ini bertujuan untuk mengembangkan. (L) (l) , dan ( ) s ,. , , dll , sebagai berikut :.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"mengintegrasikan metode fuzzy-TOPSIS dan MCGP (Multi-Choice Goal Programming), dengan urutan prioritas supplier C, D, A dan B, dan alokasi pesanan yang dihasilkan dari pengolahan data menggunakan metode MCGP, hasil urutan prioritas pemasok untuk menentukan alokasi pesanan kepada pemasok untuk mendapatkan bahan baku yang berkualitas dan tidak mengalami keterlambatan dalam pengiriman bahan baku, masalah pengambilan keputusan yang optimal adalah dalam menentukan prioritas pemasok dan alokasi order untuk memastikan bahwa bahan baku berkualitas, dan tidak terjadi penundaan dalam pengiriman. , dan bahwa salah satunya dapat putus produksi, dan sebagai akibatnya, dan seterusnya. (MCGP) (M), dan (MP) s , dan D , dll) , , di mana , oleh perusahaan.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(2) Penelitian ini bertujuan untuk menghasilkan sistem informasi penggajian karyawan yang terkomputerisasi, dimana sistem informasi gaji karyawan yang sudah terkomputerisasikan ini dapat memberikan kemudahan dalam pelayanan dan penyajian informasi, meningkatkan kinerja dan pengolahan data menjadi lebih baik, tepat, cepat dan tepat, serta mempercepat dalam pembuatan laporan gaji karyawan. peningkatan kinerja kerja tidak terlepas dari sarana dan sarana, salah satunya adalah dukungan teknologi dan sistem informasi yang sesuai dengan kebutuhan, yang dapat diproses dan diproses sehingga menghasilkan informasi yang diperlukan untuk mendukung keputusan yang baik. Keputusan tersebut harus dibuat secara cepat, tepat waktu dan fleksibel untuk memastikan kelancaran kegiatan sehari-hal tersebut, dan untuk meningkatkan kinerja kerja yang tepat waktu yang tepat Waktu yang efisien dan untuk mendukung kinerja yang baik, dan sebagai sumber daya tahan lama, yang baik untuk meningkatkan efisiensi perusahaan, dan seterusnya, pada masa sekarang, dan tepat waktu, dan akurat, dan cepat, dan lebih cepat dan cepat dan lebih baik.",ai
"SIMETRIS (Jurnal Teknik Mesin, Elektro dan Ilmu Komputer) UMK (IndoT5 Parafrase)",2015,"(Teks dengan relevansi EEA) adalah untuk membuat biobriket dari bottom ash limbah batu bara PLTU PT Pura Barutama dengan biomassa cangkang kopi, pengujian yang akan dilakukan meliputi; kadar karbon, kandungan sulfur oksida, kadar abu dan air. Variasi perbandingan antara bottom Ash dan biomassa adalah 50:50, 60:40 dan 70:30. Kata kunci: Cangkang Kopi, Karbonisasi, Batubara, Sulfur Oksida, Kadar Abu dan Air naik rata-rata 11. 09%, sedangkan pengujian kadar abu menunjukkan kenaikan rata-.",ai
